encoder,decoder,dataset,seed,latency_ms_per_image,peak_memory_MB,total_params_M,trainable_params_M,flops_G,flops_source,n_warmup,n_timed,device_used,test_dice,test_iou
swin,boundformer,busi,2,8.299,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.7226110696792603,0.6121723423985874
swin,boundformer,busi,3,6.566,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.6834955671254326,0.5700024418971118
swin,boundformer,busi,4,6.666,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.6808834812220406,0.5661012039465063
swin,boundformer,isic2018,0,6.668,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8576312092634347,0.765078827051016
swin,boundformer,isic2018,1,8.129,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8517910306270305,0.7628227073412676
swin,boundformer,isic2018,2,6.601,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8523764060093806,0.7623580675858718
swin,boundformer,isic2018,3,6.532,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.856138355915363,0.7665615421075087
swin,boundformer,isic2018,4,6.69,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8495343996928288,0.7614473402500153
swin,boundformer,polyp_kvasir,0,6.68,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8426851630210876,0.7589309949141282
swin,boundformer,polyp_kvasir,1,6.651,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8264677341167743,0.7371654968995315
swin,boundformer,polyp_kvasir,2,6.695,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.834342163342696,0.7493213140047513
swin,boundformer,polyp_kvasir,3,6.64,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8349411120781531,0.7473521095055801
swin,boundformer,polyp_kvasir,4,6.68,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.8380829508487995,0.7480701941710252
swin,boundformer,tn3k,0,6.604,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.7613545981320468,0.6603869869337453
swin,boundformer,tn3k,1,6.592,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.7639643178357707,0.6684201680994654
swin,boundformer,tn3k,2,6.755,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.7576697190086563,0.6593807436429061
swin,boundformer,tn3k,3,6.715,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.7643983201547102,0.664522310356041
swin,boundformer,tn3k,4,6.648,377.49,27.95,27.95,7.511,fvcore,5,20,cuda,0.7683877418567608,0.6691818156025626
swin,xboundformer,busi,0,8.385,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8042888255680308,0.7074421118287479
swin,xboundformer,busi,1,8.626,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.803379707476672,0.7068026626811308
swin,xboundformer,busi,2,8.65,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8018607146599713,0.703768649521996
swin,xboundformer,busi,3,8.478,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8041368547607871,0.7084336911930758
swin,xboundformer,busi,4,8.544,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8024046982035917,0.7075881572330699
swin,xboundformer,isic2018,0,8.573,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8929996508818406,0.8236983216725863
swin,xboundformer,isic2018,1,8.56,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.895384276830233,0.8241173735031715
swin,xboundformer,isic2018,2,9.266,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.895002528337332,0.8237124598943271
swin,xboundformer,isic2018,3,10.037,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8968781728010912,0.8254169088143569
swin,xboundformer,isic2018,4,8.651,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8942800952838017,0.8231876538350031
swin,xboundformer,polyp_kvasir,0,9.908,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.903260872914241,0.8391936696492709
swin,xboundformer,polyp_kvasir,1,9.982,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8982486908252423,0.8315943571237417
swin,xboundformer,polyp_kvasir,2,10.066,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8921225208502549,0.8266588587027329
swin,xboundformer,polyp_kvasir,3,9.754,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8823289550267733,0.8100166733448322
swin,xboundformer,polyp_kvasir,4,8.63,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.898555691425617,0.8337481480378371
swin,xboundformer,tn3k,0,10.18,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8226376028804036,0.7350072055668025
swin,xboundformer,tn3k,1,8.583,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8209795324833362,0.7320786211397741
swin,xboundformer,tn3k,2,9.821,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8240590676084741,0.7355761976985188
swin,xboundformer,tn3k,3,8.601,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.821273168960175,0.731914675080931
swin,xboundformer,tn3k,4,8.566,607.85,55.197,55.197,11.253,fvcore,5,20,cuda,0.8282015671977749,0.739265323459328
